title,content
逸站,"对[链接:B站]的称呼。来自于哔哩哔哩动画创始人[链接:徐逸]的名字。后又衍生出逸国、逸民等叫法。这类称呼具有蔑视意味，多在喷子和狗之间使用，也可以作调侃，但需慎用。
同理，[链接:睿站]一叫法来自于[链接:破站]董事长[链接:陈睿]。"
洛天依吸毒,[链接:贵圈真乱]。网友对[链接:天朝]娱乐圈风气不正，吸毒，嫖娼泛滥进行的调侃。[链接:洛天依]是基于[链接:雅马哈]（ヤマハ株式会社）（Yamaha）公司[链接:VOCALOID]3语音合成引擎制作的中文声库，以及其[加粗:虚拟]形象：一个设计年龄15岁的美少女[加粗:虚拟]形象（所以并不能真的吸毒。。。）。
AC部警告,[加粗:奇葩警告]。日本漫画公司[链接:AC部]的作品《pop子和pipi美的日常》中，总会有一段画风很（骨）有（骼）特（惊）色（奇），久而久之，[链接:B站]弹幕就会在这些辣眼睛的部分之前发弹幕进行[加粗:AC部警告]。对不明真相的观看者进行[链接:前方高能]的预警。
小老弟,"最早出自[链接:东北话]，是对比自己年轻的男性的一种亲切称呼。现在经过短视频平台和表情包的传播，意思已经与“[链接:弟弟]”接近，指比自己实力弱，缺乏经验的人。
常见用法如“你怎么回事小老弟”，是小老弟表情包中最常见的，一般都由一个或多个充满疑问或压迫感的眼神（无论这眼神发自人还是动物或者是其他任何事物）组成，表达一种“你怎么搞的怎么这么弱鸡/[链接:逗比]/[链接:沙雕]”的感情色彩。
也有针对女性的“[链接:小老妹]”，应用较少，但和小老弟意思基本相同，只是专用于指代女性。"
龙门粗口,"指粤语脏话。也常作为一切脏字的代称使用。出自游戏《[链接:明日方舟]》。
龙门是明日方舟中的一个阵营，其设定与广东和香港地区非常相似，龙门相关剧情很有港剧味，故事中龙门出身的人物也会使用粤语方言对话。
在游戏第五章剧情中，两位龙门警司[链接:诗怀雅]和[链接:陈]发生争吵，剧情文本中以“*龙门粗口*”代替了“[链接:叼你老母]”一类的脏话内容[划掉:实际上粤语区玩家完全能脑补陈sir和诗小姐骂了什么]，美少女爆粗的反差萌令该句迅速成梗。
目前该词的使用与游戏中的方式相近，用于代替脏字，但已经不仅限于粤语脏话。例如“我真*龙门粗口*服了”即“我真tm服了”。"
这瓜保熟吗,"出自电视剧《征服》第九集中刘华强（黑社会大哥，孙红雷饰）的台词。

剧中，刘华强问卖西瓜的小贩“这瓜保熟吗”随后又揭露小贩在秤上做手脚，缺斤少两卖瓜的行为，激怒了小贩。小贩本想叫旁边的兄弟一起收拾刘华强，却不料反被刘华强直接用水果刀捅了肚子。这狠劲儿也是没谁了。

鉴于这样的名场面深入人心，这个梗被赋予了三种含义：
【1】表达你敢惹吗，别惹我，惹我就干死你。
【2】当出现孙红雷被欺负的情节时，弹幕以此调侃人家以前是黑社会大哥，悠着点。
【3】表达“行不行”的疑问，比如：这车保熟吗？意思是说这车行不行啊。"
二营长,用来表达[划掉:怼他][加粗:向敌人开炮]的号召语。源于《[链接:亮剑]》中李云龙在冲敌人开炮之前的名言：“二营长，你他娘的[链接:意大利炮]呢，给我拉来。”因为广泛出现在[链接:B站]等平台的弹幕和评论中，而走红。之后召唤[加粗:二营长]，就被等同于召唤[链接:意大利炮]，或召唤同伴干仗。
大家就当无事发生过,"原句出处不详，可能和[链接:发生这种事，大家都不想的]相似，都是出自TVB电视剧中的常用句。
现在一般被回复在网游bug/回档/运营说错话/策划干错事后，官方出来道歉/擦屁股/发补偿/[划掉:撒泼耍赖]的声明下方。
[划掉:其实是][划掉,链接:翻译]"
提莫与傻叉,"是香港明星[链接:张卫健]演唱的歌曲《[链接:真英雄]》中的歌词“醉卧于沙场”的[链接:空耳]。
因为张卫健的普通话不是很标准，歌词发音稍微有些走形，导致有网友产生了这个搞笑误会。
[链接:提莫]是[链接:LOL]中的可选英雄。"
虎扑直男,"喜欢聚集在虎扑步行街的论坛，自称[链接:JRs]的，血气方刚、浑身都充斥浓烈雄性荷尔蒙，不光对体育运动感兴趣，对于女人以及[加粗:被绿]也同样具有浓烈兴趣，喜欢黑[划掉:瞧不起]cxk等流量明星或长相阴柔男明星的一大批男性。
这里虎扑直男和直男癌还是有区别的，[链接,加粗:直男癌]就是骂人的词了，典型的关于女友非处问题，用二手房来形容，对于女生打胎这事还能说出二手房死过人的就是出自[链接,加粗:虎扑直男癌]。"
鸽子精,"一些天天都在[链接:咕咕咕]，做[链接:鸽]成性的人。
指某人长期频繁放别人的鸽子，令身边被鸽的人非常窒息。
已经是[链接:人类四大本质]的一部分了。"
云母飞妈,"是游戏《[链接:少女前线]》的玩家对官方不满时使用的辱骂用词。也常被缩写成[链接:ymfm]。
少女前线的制作公司[链接:散爆网络]曾是一个同人游戏制作组[链接:云母组]，玩家常用云母来称呼开发方。
因为少女前线在正式公测之前运营槽点极多，散爆网络曾和原合作方[链接:阵面网络]产生过许多纠纷，多次波及玩家体验与利益，玩家对官方的花式[链接:骚操作]（比如说三测账号失效、注册无法获取验证码、兑换码无法使用之类）怒不可遏时通常以该句表示极度不满，因此这句辱骂广为流传。"
虾仁猪心,成语“杀人诛心”的谐音用法，最常见于游戏竞技。“杀人诛心”也是电影《让子弹飞》的经典台词之一。意思指消灭某个人的肉体，不如揭露、谴责这种人的动机、思想、用心。
洗钱式发薪,"当代一些年轻人经常使用[加粗:花呗、借呗、信用卡等]产品，导致每个月身背巨额欠款。因此，每月工资一发到手就去还这些欠款了，速度及其之快，彷佛是洗钱一样，[加粗:所有薪水瞬间蒸发]。
因此，这种发薪水的情景被称为“洗钱式发薪”。"
不吹不黑,不吹牛，不抹黑，不[链接:震惊]，不[链接:造谣]，[链接:中正][链接:和谐]，[链接:公平][链接:公正]的新时代[链接:五好青年]社交平台行为准则。
我觉得不行,我觉得不行，网络流行语，该词是《中国有嘻哈》节目制作人张震岳在节目中说到的一句话。在评选过程中，他和同组制作人身份的热狗两人经常会对选手的表现产生意见分歧，张震岳表示“我觉得不行”，热狗则说“我觉得OK”。随着节目的播出该词也不断走红网络，成为现如今常见的一种网络吐槽语的形式。
阿姨压一压,"即”啊咿呀咿呀“的谐音写法，通常指歌曲中有相似发音的吟唱部分，也指不断出现该吟唱内容的歌曲本身。
虽然这种吟唱在许多歌曲中都有出现，但该词专用于指代曲目名称时，通常代表的是《Butterfly》或《大家一起来》（有时也指以该曲创作的同名鬼畜视频）。
在《jojo的奇妙冒险》相关语境下，通常指[链接:柱之男]的主题曲《Awake》，该曲带有奇特的异域[划掉:阿三]风情，令人印象深刻，引发了许多围绕该曲的二次创作。
同时该词也是jojo系列动画中常出现的弹幕内容。出现时一般代表类似”手动配音awake“的意思。"
没有说xx不好的意思,"在[链接:微博]上常见的一种防杠精用语。一般用于对事物表达观点时，为了防止被他人曲解、挑刺和抬杠而使用。举例：我觉得A好棒哦，气质很出众！（没有说他旁边的B不好的意思）
括号内内容指”我只是在单纯地夸A，完全没有含沙射影旁边的B“。
由于微博上一些用户戾气较重，惯于以自己固有的思维方式解读世界（学名[链接:杠精]），刻意对他人发言断章取义，抓住文字漏洞不放，令一些发言者不堪其扰，不得不预先给自己的文字内容加上尽量严谨的说明限定，防止引起不必要的争论，因此该句目前也有讽刺网络上的发言环境太差，令大部分人不得不向杠精妥协的意思。"
ilun,"指明星周杰伦的粉丝，为在微博超话打榜给自己起的粉丝名，灵感来自蔡徐坤粉丝名：ikun。
近日周杰伦超话登上热度，最初来源于某豆瓣帖子“周杰伦[链接:数据]那么差，为什么演唱会的票还那么难买？他的粉丝啥也不干吗？”该帖引起广大网友及粉丝们的讨论，杰伦粉丝开始[链接:被迫营业]，这帮大龄[链接:夕阳红粉丝]一边奶孩子，一边上班，一边学[链接:做数据]，两家同样都是唱、跳、rap、篮球的巨星的粉丝团，在微博开始一场[划掉:人类和机器人的]精彩对决，甚至明星[链接:李现]、朗朗也为杰伦打榜，最终杰伦以一亿影响力反超对手一倍位居榜首，并创下微博超话记录。
ilun实至名归。"
太让我失望了,"电视剧《[链接:都挺好]》中，苏家大哥[链接:苏明哲]的[划掉:唯一]台词。
因为苏明哲在剧中展示他的奇葩逻辑（比如即将[链接:双标]/[链接:甩锅]/[链接:抢道德制高点]）时，起手必为该句，且对几乎所有人物都说过，因此苏明哲被称为“一部剧靠一句话的男人”。
扮演苏明哲的演员是[链接:高鑫]，曾出演过《[链接:情深深雨蒙蒙]》中的尓豪。[划掉:不管是][划掉,链接:复读机][划掉:形象还是][划掉,链接:渣男][划掉:形象，居然都微妙重合了……]"
颜性恋,"[链接:颜狗]的另外一种说法。也就是“只会喜欢长得好看的人”。
“小哥哥真帅，本颜性恋爱上了”即“我这个人只喜欢颜值高的人，小哥哥这么帅，我当然超喜欢”"
隐形守护者,"根据[链接:橙光游戏]上的一款文字AVG[划掉:神作]《[链接:潜伏之赤途]》改编的[加粗:国产]交互式电影游戏。讲述的是一位爱国青年为了抗日战争的胜利而做了卧底[划掉:汉奸]，在各个势力之间[划掉:做][划掉,链接:背锅侠]潜伏的故事。
因为有《[链接:赤途]》的原作者加盟，基本保留了从前[划掉:神展开]精彩的剧情发展，有声图片剧的形式使画面更加真实和细腻，获得了许多好评。
游戏中的大量分支选项错综复杂，环环相扣，选择错误的后果很可能要在很多章之后才能显现出来[划掉,链接:你已经死了]，因此格外激动人心……
另有别称[链接:汉奸模拟器]。


[加粗:祝愿我们在抵达路的末端时，都不会后悔。]"
汉奸模拟器,"游戏《[链接:隐形守护者]》的民间别称，由于该游戏中玩家需要扮演一位在抗日战争时期打入日本军队内部的间谍而得名。
在游戏剧情中，主角是抗战时期就职于上海某亲日报社的记者，因潜伏需要，做了日方间谍机构头目的亲信，与各类贪官汉奸和亲日派为伍，外表看来确实就是不折不扣的汉奸，因此在剧情中多次被爱国青年甚至上海黑帮指着鼻子怒骂。
该作剧情基本囊括了所有间谍相关作品的套路，游戏中需要选择的汉奸行为五花八门[划掉:甚至有点丧心病狂]，可以说是非常完整的汉奸体验游戏，因此该别称名声远播，甚至比其本名还广为人知。
有相似别称的还有[链接:刁民模拟器]。"
qiou,“qiǒu”，拼音是qiong+chou=qiǒu结合出来的，翻译过来是“穷”与“丑”相结合，字面意思为“又穷又丑”，“一穷二白”，同“糗”。也有人调侃这个词读作“wo”。“qiǒu”被网友们称为2018 年度汉字。
尬聊,由“尬舞”一词衍生而来。指两个人话不投机，聊无可聊，却强行[划掉:装作]继续聊天的尴尬状态
同人,原指[加粗:志同道合的人]，即[加粗:同好]，源于日语[加粗:同人]（どうじん）（Dojin）。可泛指由爱好者进行的一切[加粗:非商业性文化创作]。如今多特指基于某一商业项目而进行二次创作的作品。如借用商业[链接:IP]设定或人物，进行创作的小说被称为[链接:同人文]，收录同人漫画/文学作品的册子则称为[链接:同人本]或[链接:同人志]（同人誌）（どうじんし）（Dojinshi）。
柠檬干,"“我酸，但我什么都不做，我干等着”的缩略版。
对任何语境下的“羡慕他人但又不打算行动”都适用，但最适用的场景是“羡慕别人的爱情但是又不主动出击”。也就是另一种说法的[链接:口嗨型恋爱]。[划掉:因为柠檬干是要等人来泡的]
另有一种说法在[链接:同人圈]和[链接:饭圈]内比较常见：特指看到自己CP[链接:发糖]时激动兴奋，又对“别人甜甜的爱情”羡慕嫉妒的心态。这种含义来自蜂蜜渍柠檬这种小吃，形容自己像个柠檬干，泡在蜜罐里又甜又酸。"
干物女,一切以省事为首要原则，懒得谈恋爱，懒得精致，凑合着过日子的女性。源于日文中鱼干[干物]一词（[斜体:因为吃鱼干比较省事了啦。。。]）。
被KTV,"即被开除。
可能源于[链接:6324]李赣用请客唱K的方式开除人，后来[链接:德云色]被用梗，[链接:孙亚龙]把图图开除了，请他唱了KTV，因此“被KTV”用来形容被开除。
目前广泛用于电竞和直播界，尤其是工作室制的电竞直播间中。"
关我peace,对“[链接:关我屁事]”一词较为[链接:佛系]的委婉表达。用谐音将其转化为英语单词”peace“，同时也表达了自己不争、求和平的心态。
谢邀，人在美国，刚下飞机,"常见于[链接:知乎]的[划掉:编故事]回答前置句。
可以说是集[划掉,链接:逼乎]知乎装逼话术之大成的文章开头，甚至这句话本身都已经成梗并脱离了原意，常代表“我在装逼，以下内容都是编的，请夸我牛逼”的意思。[划掉:导致真正想谢邀并且刚下飞机的人都不知道该怎么说话了……]
[链接:谢邀]=大家都知道我是该领域知名人士，虽然我很忙，但既然你们诚心诚意地邀请，我就勉为其难地作答
人在美国=我高端的技术水平享誉国内外，经常在科技发展的尖端地带美国活动。
刚下飞机=我日理万机，行程非常忙碌，但还是心系科普事业，抽空也要来传道受业解惑。

……[链接:与世界分享你刚编的故事]。"
世界寻奶演唱会,"指中国艺人[链接:周杰伦]的[加粗:2019年嘉年华演唱会巡演]，也可称为[加粗:“全国巡回奶茶会”]。
起因是由于网络上公布了周杰伦2019年新一轮嘉年华演唱会巡演海报，粉丝和网友们发现，海报中有一杯奶茶，加上周杰伦平日给大家留下的爱喝奶茶的印象，大家开玩笑称这是一场“世界寻奶演唱会”，就是到世界各地喝奶茶的演唱会。"
流氓粉,形容那种[加粗:追星]追到，整天动不动就想跟爱豆[加粗:发生关系]，打明星坏主意的一种粉丝类型。他们不一定是男生，90%都是女生，并且微博常被他们当做是一种，宣泄内心迫切想法的工具。他们的语录大多是：[加粗:哥哥艹我！哥哥我在床上等你！哥哥你可以进来了！哥哥我可以！]以及[加粗:啊啊啊啊啊，哥哥我来啦！]之类的语句。
月半,"将“胖”的两边拆开，形成的一个新形容词。用来形容比“胖”还胖的一种状态。几乎不用来形容男性群体，是当今社会大多数女性的代言词，是对这部分女性群体的一种[加粗:“宽容”]，月半的衍生成语：[加粗:胖若两人]。
用来形容这类女性的词汇还有[加粗:大连“大脸”、太原“太圆”]等。是对女性外观委婉调侃的方式之一，也是部分女性用以自嘲的行为语言。
[下划线:本质上不管怎么说，就是胖。]"
gay里gay气,形容男生间的亲密行为举止，也指[加粗:气质比较阴柔的男性]，有时也可以用来指长得可爱的男孩纸。与[链接:橘里橘气]相对。
连衣裙择友法,"[链接:电商]从业人员所传授的择友/择偶三秘诀的简称。来自[链接:微博]@风中的厂长。
即同时满足以下三条：淘宝买家好评率低于98%、滴滴低于4.8、淘宝搜索连衣裙客单价低于128的人，通常都很难伺候。
这是因为淘宝的大数据分析：128元以下这个消费区间的人群被淘宝系统识别为低价人群，这个群体中有较大比例的用户更容易为了[链接:包邮]、返现、售后、讨价还价等原因和商家扯皮。
翻译一下就是：常以差评苛待商家和服务人员、并且在蝇头小利上斤斤计较的人不好伺候，谨慎交往。"
码了等于做了,"一种收藏用语，除了单纯的收藏之外还表达一种“我知道我很懒“的自嘲情绪。常见于微博各类[链接:减肥]教程的转发评论区。除了减肥，各类比较[链接:硬核]的展示或教学视频中也时常出现。
这个词来自“[链接:马克]（来自英语mark）”这种标记收藏的方式，网络上的海量信息唾手可得，真正观看甚至实践了自己收藏内容的用户极少，有时是因为时间/兴趣/动力不足，有时是因为单纯的[加粗:懒]。这些人在马克过了大量的教程干货之后发现自己还是什么都没做过，便以此句自嘲。

[划掉:在减肥语境下可以等同于][链接,划掉:意念式减肥]"
智障也有春天,一位水友参加了一个摄影比赛，随手将一位[链接:星际争霸]职业选手的照片作为参赛作品投稿。没想到评委代表认为水友拍摄的人物十分具有代表性，符合比赛关于人物专题素材评选的标准，经过评委会的一致认可后，破例入选优秀作品，并且评委会通过对作品所表现内涵的解读，配了一段独白，标题就是这句“智障也有春天。”PS：照片上的人是WCG星际争霸中国区冠军F91。
台妹,台湾方言中，原本指穿戴艳俗，不懂时尚，言谈过时，举止老土的女性。与男版的[链接:台客]相对。是台湾[链接:外省人]用来嘲讽[链接:本省人]的贬义词。其中[加粗:台]甚至可作为形容词使用，表示[加粗:过时]，或[链接:复古]。传入大陆后，被误以为泛指[斜体:台湾妹子]，因此时常会作为中性词（类似[链接:妹子]），甚至是褒义词（类似[链接:美女]或[链接:小姐姐]）使用。
咪蒙指数,"一个测算自己朋友圈好友质量的方法：找到咪蒙公众号看有多少好友关注了咪蒙，再将这个数字/自己微信好友得出的值，即为著名的咪蒙指数。
咪蒙指数越低表示你的好友质量越高。"
波兰蠢驴,宇宙神作巫师3的开发商[链接:CD PROJEKT]，自信优秀的游戏的作品会有人买单，所以在官网上放巫师3的盗版下载链接。过于实诚的行为被粉丝戏称为波兰蠢驴。
jpg,静态图片的意思，常被网友用来加在文字的后面，其实就是相当于此段文字表示可自行想象为一个表情包。
韩宗,"“星际争霸韩服宗师选手”的缩写。
使用该词形容他人时，并不是指此人游戏打得非常好，而是指此人手速高实力强的同时（重点！）眼力奇差，完全察觉不到眼前发生的事情。
韩国服务器是星际争霸玩家水平最高的服务器，宗师则是星际[链接:天梯]最高段位。
因为星际比赛节奏快，信息量大，选手很容易忽视或误判部分信息，因此经常发生“选手看不到发生在眼皮底下的关键事件”的搞笑失误。玩家们由此调侃[链接:星际玩家]都是瞎子，段位越高，瞎得越严重，职业[链接:星际选手]清一色的盲人。
所以“韩宗”是用来形容眼瞎的最高等级，调侃“连这你都看不到”的词语。"
扩约基,是[链接:扩列]+[链接:面基]，指加个好友，有空约出来见面。[链接:00后]的经典网络用语之一。
我超a的,"意思是：[加粗:我超帅、超霸气的]。
a来源于[链接:同人圈]小说，在小说中A代表Alpha，是强者、力量强大的意思。后被广泛使用，用于形容某人很霸气、很帅气，形容男女生都可以使用。"
骨肉皮,来自英文[加粗:Groupie]的[链接:空耳]翻译，也被称为[链接:果儿]。即疯狂追星，甚至追求与明星发生[划掉:贴身]关系的女性，有时特指摇滚圈的女性追星族。
有事漂流瓶联系,"意思就是别联系了。
漂流瓶最早是QQ出的一个功能，用户可以把一段话放进一个虚拟的漂流瓶，之后该漂流瓶会被随机发送给另一个用户。所以说，有事漂流瓶联系基本等于断了联系。"
有句港句,“有句讲句”的粤语发音，也被称作[链接:邮局港剧]。意思是有一句说一句。
天命圈,"指[链接:绝地求生：大逃杀][划掉:吃鸡]或类似游戏中，安全区始终刷新在自己身边的情况。
这类游戏在开局后一段时间后，会逐渐限制玩家的游戏区域，一般是在地图上随机地刷新一个圆形安全区，安全区之外的地区都会充满毒气。如果在非安全区内停留，会以极快的速度掉血至死亡。安全区会随时间推移逐渐缩小，直到本局游戏只有一位玩家或一支队伍存活。
因此玩家在安全区刷新后，需要尽快前往安全区，在赶路（学名[链接:跑毒]）时既需要加快速度赶紧离开，还要提防其他玩家。而遇到天命圈的玩家只需要躲好并向其他人放枪[划掉:或者干脆苟在草丛里装作自己不存在]就有大概率获得胜利。"
kuso,[链接:去屎吧]，烂透了。源于日文[くそ]的发音，一个用于表达[加粗:可恶]的口头禅，也是日语[加粗:粪]的发音。
奥索马,"即[加粗:粪便]/[加粗:SHIT]。

出自动画《[斜体:黄金神威]》。作品的女主角阿希莉帕为日本北方的原住民阿依努人。
[加粗:奥索马]即为阿依努语中的[加粗:粪便]。
阿希莉帕第一次见到日本味噌时便惊呼“这不是[加粗:奥索马]吗！”
之后更接连爆出名台词“你居然想骗我吃[加粗:奥索马]，门都没有！”、
“哇，这个人吃O吃得这么开心”...

[链接:Flag]即已立出，阿希莉帕终将会品尝被她视为“[加粗:奥索马]”的食物，结果如观众所料，“[加粗:奥索马]真好吃！”

摘自 bilibili 2018年度 动画流行梗盘点"
潜水,在社交平台上，静静的观看，而不发出声响。宛若大洋海底猎杀敌舰的潜水艇。
兰州烧饼,是“楼主SB”的委婉用法。一位网名叫“毒死狗熊”的百度吧友在WOW（魔兽世界）贴吧发帖子问“LZSB”是什么意思，另一位百度吧友“shenqi4127”回复了四个字“兰州烧饼”，因为在输入法中按“LZSB”会打出兰州烧饼所以成此故事，之后广为流传成为一个新生词语！
武当王也拜见老天师,"动画《[链接:一人之下]》中，角色[链接:王也]在遇到[链接:张天师]时所说的话，目前也是常见的短视频创作题材。
这段台词本来只是剧中一句平常的问候，却因[链接:抖音]作者的模仿而突然成为热门的短视频主题。这些跟风的视频作者大多从未看过《一人之下》，因此而引发的二次创作热潮也越发偏离原作，逐渐发展成“花式抱拳秀造型耍帅视频”，除了仍在使用王也的配音以外，视频内容与王也这个角色本身已经毫无关系。许多视频作者甚至不知道王也的名字，称他为“武当王”或“武当王爷”。因此这类模仿视频虽大幅提升了一人之下原作的知名度，但原作粉丝多数对此并无好感。"
水中跪族,"指在[加粗:2019年韩国光州游泳世锦赛上]，对中国参赛选手[链接:孙杨]发生不礼貌行为的几名国外选手，分别是[加粗:澳大利亚选手霍顿、英国选手斯科特以及巴西选手卢卡]。前两名选手在颁发奖牌合影环节拒绝与孙杨合影，卢卡是拒绝与孙杨握手，在孙杨主动伸手与他握手时转身离开。
网友认为是由于国外选手没有风度，嫉妒中国在游泳比赛中取得的好成绩，对孙杨恶意揣测才展现出上述没有风度的行为。
而霍顿在拒绝与孙杨合影时，从视觉上看很像跪在旁边，网友们将此行为与游泳这一水中运动以及一个矿泉水的广告语：“水中贵族——[链接:百岁山]”联系起来，称他们为[加粗:“水中跪族”]。"
女王请萨克斯,"女王请三思的谐音。
出自巴啦啦小魔仙，魔仙女王的贴身侍卫对魔仙女王说道：“女王，请三思啊！”，其中“三思”一词因为发音不清楚，乍一听类似于“萨克斯”。也有网友扩展为“女王请吹萨克斯”[划掉:不是真的让女王去吹萨克斯]。"
黑心小棉袄,"用于形容[链接:坑爹]的女儿。
俗语中会说女儿是爸妈的[链接:贴心小棉袄]，指女儿对父母一般都比较温柔贴心，善解人意，很能带给爸妈安慰。
但也有些女儿天性比较不羁，虽然性别上确实仍然属于小棉袄，但大概是用黑心棉做的，穿上不是贴心，是扎心。"
寄刀片,给编剧寄刀片以此来表示对剧情的不满，这是网络上的吐槽，只是当做调侃
车祸现场,指令人难以直视的现场音乐作品或制作令人不忍卒视的影视作品。比如听到人唱歌跑调、特别难听时，就可以说是车祸现场。[划掉:你听过大幂幂现场倾情演唱的《爱的供养》吗？]
灭草,"买到了一直想要的（或者说是被[加粗,链接:种草]的）某样东西。
注意与[链接:拔草]区分。
[加粗:拔草和灭草之间的主要区别：拔草→没买，也不再喜欢了。灭草→一直喜欢，终于买了]"
I Love Poland,"抖音上爆红的一首英文歌，原歌词是
I love Poland - Poland?
我爱波兰 波兰？
I love Poland - Why?
我爱波兰 为什么？

由于“I love Poland”这句词在歌曲中发音很有特色，造成了很多有意思的空耳，从而被大家广为流传。比如“白了佛冷”、“买了佛冷”、“买了否冷”、“拜了佛冷”等。"
锦鲤,"[加粗:好运]的代名词。
原本特指花色漂亮的几种鲤鱼。由于它们往往价格不菲，外加名称象征[链接:有余]（富足），自古深得富贵人士喜爱。而这种多被富人饲养的动物，反过来也使得其更加具有[加粗:富贵]，[加粗:幸运]的含义。
如今可引申代指一切跟[加粗:好运]相关的事物：如有好运的人，或可带来好运的事情。
如[划掉:貌似]特别幸运的女星[链接:杨超越]，被网友称为[加粗:锦鲤]。
又如[链接:支付宝]等多个商家及媒体，在2018年9月至10月，推出[链接:锦鲤活动]。在所有转发信息的人中抽出一个人中奖，为其赠送大量优惠或免单礼物，并将其称为[加粗:锦鲤]。（获得[链接:支付宝]超级大礼包的[加粗,链接:信小呆]，即被称为[链接:中国锦鲤]）"
发鸭儿达轰,"英语“[链接:fire in the hole]”的中文[链接:空耳]。
其英语原文常用于[链接:CF]（穿越火线）、[链接:CS]等射击类游戏中，通常是扔手雷时自动触发的人物语音，意为“小心手雷”或“小心”。起源于采矿业的标准用语：当炸药被放置好之后，矿工以该句警告他人炸药即将爆炸，不要靠近。后来该词在英语国家的工业、军事、航天等领域都有应用，
目前该空耳在中文网络有很多衍生含义，例如：
1.后退！我要开始装逼了！
2.类似“[链接:skr]”，不实际表意，或者根据语境可以表示任何意义，比如“今天天气真好，发鸭儿达轰！”即“今天天气真好，耶！”"
打卡照,"在旅游景点按照固定套路拍摄的千篇一律的照片。
如：
在比萨斜塔下拍摄推着塔的照片。
在自由女神像下摆举着火炬的[链接:POSE]拍照。"
你熟玉米,"即[加粗:你属于me]的空耳。
当有人给你发一张熟玉米图片的时候，千万不要傻傻的回复“玉米好吃”了！他/这是在向你说表白啊喂！
[划掉:警醒世人，这是属于土味情话的时代！]"
军阀太太,"抖音等平台上热门的视频创作题材，大多以周杰伦的《[链接:霍元甲]》作为配乐。一般是一位女性先以现代装出现，随后镜头一转，这位女性从妆容造型到衣着配饰都变为了影视剧中常见的民国风格，变为了“军阀太太”外形：波浪盘发、浓妆红唇、凸显身形的旗袍、貂裘、折扇，甚至手拿烟斗和珠串。有些视频中，女生身边还会搭配一位穿着民国时期军装的男性，形成军阀和军阀太太的组合。
这类短视频的前后对比十分戏剧，且很能体现出女性的性感美，因此格外受到抖音网红们的欢迎。"
无拌人,"一种在[链接:双十一]过后，既没有了手，也没有了￥的人。
[划掉:手已剁，钱包已空]"
废青,"指一些无理想，不奋斗，不努力却感觉自己具备成熟的独立思想[划掉:其实是偏见]，对社会毫无奉献，并且[加粗:可能]会由于对自身经历不满，盲目归咎社会责任，报复社会的青年人。贬义词（在香港用的较多）。
自2019年7月份以来，香港发生了一些暴乱事件，[加粗:废青]一词再上热度，内陆对[加粗:废青]的认识也都停留在这些事件上，认为当街游行或者暴乱制造者就叫[加粗:废青]，但其实废青是不收取利益的盲目发泄报复，而拿到好处就去反对政府的人在香港被称作是[链接:假西]。"
悬崖上的剁椒鱼头,"指日本漫画家[加粗,链接:宫崎骏]的电影[加粗,链接:《悬崖上的金鱼姬》]。
前段时间，该电影在各大网站上被广泛关注。网友们在各大网站上发布电影剪辑视频、还原电影片段真人版视频、配音视频等。
一般来说，在各种网站上如果有人发布了好看的电影片段，就会有人去评论里询问或寻找该电影的名字。今年四月份，一位网友在[链接:抖音]上有人发布了一段《悬崖上的金鱼姬》剪辑视频，那段视频下热门评论第一是：[加粗:“别翻了陌生人，名字是：悬崖上的剁椒鱼头”]。[加粗:因此《悬崖上的金鱼姬》也被一些网友称为《悬崖上的剁椒鱼头》]。"
水友,一起互动的非明星网友。源于[链接:论坛]上对在同一主题下[链接:灌水]的人的称呼。
加拿大电鳗,"指歌手[链接:吴亦凡]。
因为他的作品中非常喜欢使用电音，几乎达到了十首歌里九首都电的程度，被怀疑是不是没有电音就不会唱歌。[划掉:还有粉丝声称凡凡从不修音是天生电音]
因此被[链接:虎扑]网友们戏称为电鳗，又因他国籍[链接:加拿大]而得名加拿大电鳗。

[划掉:这种电鳗还会时常发出][链接,划掉:skr][划掉:的声音]"
目力XX,"原本指用力睁大眼睛的意思，后被广泛传播是源于网友们把一个非常狰狞的眼睛P到了[链接:野兽先辈]的脸上，又配上了咆哮的声音做成了视频。网友给该形象起名为“目力前辈”。（原版恶搞视频中，眼睛来源于某日剧，声音来源于某AV中黑人的怒吼）
后来只要是眼睛瞪大然后巨吼都可以叫做目力XX。在弹幕中看到目力XX意为着接下来的画面声音会很大，可以理解为“注意音量”的提示。"
自溺症,"一种常见于现代人身上的疾病。其主要表现为极度溺爱自己。
经常[划掉:自抱自泣]心疼自己。
总想奖励自己。
比如“今天减肥好辛苦鸭！奖励自己一顿[链接:金拱门]加一个芝士蛋糕吧！”"
贫穷限制了我的想象力,对自己经济实力差的自嘲。穷到连想到不敢想了。
乐器流氓,"[链接:唢呐]的别称，因为其声音极具[划掉:攻击性]穿透性，使用场景极其广泛[划掉,加粗:从出生吹到][链接,加粗,划掉:头七]。几乎没有任何乐器能在与其PK的斗争中[划掉:存活][划掉:/][划掉:不被带跑]胜出。"
最后亿局,"玩游戏上瘾的人在说[斜体:我再玩][斜体:最后一局]的时候，实际上的意思：[加粗:我今天要通宵了]。
类似的还有看剧的[链接:最后亿集]，和吃货的[链接:最后亿口]。"
胖达,大熊猫，英文panda的[链接:萌化][链接:空耳]
男默女泪,男人看了沉默，女人看了流泪。早期[链接:标题党]的管用伎俩。
